,id,image_id,angry,disgust,fear,happy,sad,surprise,neutral,other
46,46,1091_52_7,0.0041701216250658035,0.516989529132843,0.8853189945220947,0.08562158048152924,0.06156386807560921,0.6224344968795776,0.5913003087043762,0.0231384988874197
47,47,1092_3_5,0.021475426852703094,0.29420825839042664,0.009498217143118382,0.10401435196399689,0.004120364785194397,0.2183065265417099,0.9999383687973022,0.005110401660203934
48,48,1093_22_4,0.452696830034256,0.9212214946746826,0.7808089256286621,0.0033716163598001003,0.0004937911289744079,0.2871098220348358,0.08906649798154831,0.002198645146563649
49,49,1094_20_6,0.04581565409898758,0.11806464195251465,0.26140138506889343,0.9920165538787842,0.0029196562245488167,0.016320258378982544,0.2998320162296295,0.008697074837982655
50,50,1096_36_2,0.016531789675354958,0.8369842171669006,0.8217332363128662,0.5948561429977417,0.03900756314396858,0.011804485693573952,0.9880920648574829,0.004131646361202002
51,51,1100_14_0,0.8828956484794617,0.32118743658065796,0.6555759906768799,0.31131690740585327,0.0003170499112457037,0.03980560228228569,0.8516608476638794,0.00015562609769403934
52,52,1101_21_5,1.019408415459111e-07,0.001757066696882248,0.5681338310241699,1.932400482473895e-05,0.00241427356377244,0.7879027724266052,0.9999951124191284,0.0005821119411848485
53,53,1110_32_4,0.0029978828970342875,0.1077922135591507,0.2070755809545517,0.0553511418402195,0.10189753025770187,0.8718721270561218,0.22679734230041504,0.09796043485403061
54,54,1110_40_1,0.6899467706680298,0.41814786195755005,0.29490724205970764,0.18584822118282318,0.044199638068675995,0.396268367767334,0.8852589130401611,0.05600382015109062
55,55,111_10_0,3.2089860724227037e-06,0.20346930623054504,0.43494078516960144,0.0059653171338140965,0.0010565051343291998,0.9999219179153442,0.9980577826499939,0.0009654973982833326
56,56,1112_35_2,0.22923998534679413,0.0053559960797429085,6.526878132717684e-05,0.9545314908027649,0.021718481555581093,0.0002803836250677705,0.9999357461929321,0.00013507864787243307
57,57,1118_3_1,0.00012321198300924152,0.03578094393014908,0.08005977421998978,0.9993089437484741,0.07935096323490143,0.6343019604682922,0.14839749038219452,0.03417535126209259
58,58,1123_132_2,0.01712626963853836,0.10775580257177353,0.006958729587495327,0.8961576223373413,0.06593287736177444,0.221872478723526,0.952552855014801,0.003942119423300028
59,59,1124_26_1,0.9352843165397644,0.053052134811878204,0.21661807596683502,0.9567843675613403,0.029044071212410927,0.045782510191202164,0.08688578009605408,0.008390381932258606
60,60,1127_47_2,0.00023336135200224817,0.05512842908501625,0.004625323694199324,0.9999996423721313,1.7537913663545623e-06,5.705719013349153e-05,0.03874603658914566,6.359049439197406e-05
61,61,1128_9_1,0.5605924725532532,0.5035952925682068,0.7170447111129761,0.49199286103248596,0.02103368379175663,0.946143627166748,0.06219818815588951,0.10968251526355743
62,62,1129_18_2,2.6297060685465112e-05,0.14197413623332977,9.508177754469216e-05,0.040370628237724304,0.00019020629406441003,0.9561454057693481,0.9999243021011353,0.09523935616016388
63,63,11_30_0,0.007350083906203508,0.9998742341995239,0.9989609718322754,2.1289941287250258e-05,0.0003629438579082489,5.933786815148778e-05,0.9998337030410767,1.2878968846052885e-05
64,64,1130_19_1,0.037345483899116516,0.3057231903076172,0.6204728484153748,0.8447424173355103,0.02906898222863674,0.004418676253408194,0.6065906286239624,0.0011883254628628492
65,65,1131_27_4,2.4603957626823103e-06,0.828460156917572,0.9392329454421997,0.21418620645999908,0.010169589892029762,0.12442158907651901,0.994027853012085,0.0002420123782940209
66,66,1131_5_3,0.0001750640367390588,0.07769441604614258,0.003867371706292033,0.30943310260772705,0.5384235978126526,0.8598303198814392,0.9966388940811157,0.25039899349212646
67,67,1133_25_5,0.9838541150093079,0.8457520008087158,0.41383591294288635,0.028089893981814384,0.7066286206245422,0.35457196831703186,0.40947580337524414,0.0973353162407875
68,68,1134_28_7,0.9995567202568054,0.08935978263616562,0.001512126182205975,0.01452791877090931,0.0008793050074018538,0.2587389051914215,0.9989005327224731,0.021427754312753677
69,69,1134_53_8,0.00028138008201494813,0.7153672575950623,0.259907990694046,0.005743266548961401,0.015749847516417503,0.8463950753211975,0.42727386951446533,0.0009483668836764991
70,70,1134_6_4,0.8466764688491821,0.3987824320793152,0.0005230687092989683,0.9926793575286865,0.008985888212919235,2.6291369067621417e-05,0.9803692698478699,0.0005056922091171145
71,71,1139_47_3,0.029864924028515816,0.14718925952911377,2.5432791517232545e-05,0.3937246799468994,0.1325078159570694,0.014269721694290638,0.9999854564666748,0.01853777840733528
72,72,1140_18_1,0.0012187104439362884,0.3203656077384949,0.036283571273088455,0.7431970834732056,0.0028312960639595985,0.002586904913187027,0.999962329864502,0.02692592516541481
73,73,1140_7_2,0.013472184538841248,0.9989262223243713,0.00319079146720469,0.0005653244443237782,0.0004688517947215587,0.00015505464398302138,0.9999998807907104,0.000259197287959978
74,74,1143_28_2,0.010582429356873035,0.7427886724472046,0.0755104050040245,0.00960803683847189,0.0002114691596943885,0.00011990930215688422,0.9999990463256836,7.113483297871426e-05
75,75,1146_7_4,8.460998651571572e-05,0.9557904005050659,0.9794018268585205,0.7283560037612915,0.013304920867085457,0.04725611209869385,0.026226356625556946,0.0005025534192100167
76,76,1148_13_2,0.49724897742271423,0.3413970172405243,0.43170595169067383,0.32113829255104065,0.1491594761610031,0.43790340423583984,0.6254727840423584,0.10521009564399719
77,77,1148_4_2,0.00072999089024961,0.9612367153167725,0.0357336662709713,0.02494899369776249,0.9404076933860779,0.0006335626821964979,0.9195256233215332,0.000937578035518527
78,78,1151_31_2,0.1283418834209442,0.8054705858230591,0.008153386414051056,0.9890061616897583,0.007017332129180431,0.0057457503862679005,0.9364007115364075,0.04983524605631828
79,79,1152_190_5,0.35203662514686584,0.33913692831993103,0.40617749094963074,0.3529675304889679,0.16845615208148956,0.4102678596973419,0.6936431527137756,0.1101377084851265
80,80,1152_61_5,0.910487949848175,0.5443881154060364,0.9872409701347351,0.057375479489564896,0.0012955829733982682,0.00047356149298138916,0.7679794430732727,0.000363566679880023
81,81,1152_8_2,0.01983126811683178,0.022565564140677452,0.8787418603897095,0.0030590659007430077,0.19252444803714752,0.7458943128585815,0.9825971722602844,0.06805149465799332
82,82,1156_21_7,0.0011785451788455248,0.5988394021987915,0.012460322119295597,0.23112915456295013,0.0032938013318926096,0.008722538128495216,0.9998675584793091,0.001538509619422257
83,83,1156_7_3,0.9367128014564514,0.772775411605835,0.031361181288957596,0.0024319756776094437,0.010162984021008015,0.37386372685432434,0.9848021864891052,0.3107067942619324
84,84,1158_18_3,6.050805041013518e-06,0.8801817893981934,0.754885733127594,5.3970325097907335e-06,4.585882834362565e-06,0.9989731311798096,0.9999747276306152,5.773891189164715e-06
85,85,1158_96_2,0.14653189480304718,0.058840662240982056,0.5429763793945312,0.8543453216552734,0.07070338726043701,0.29691752791404724,0.46828603744506836,0.08345503360033035
86,86,1159_26_5,0.031133824959397316,0.320130318403244,0.0686587318778038,0.9749616384506226,0.07520526647567749,0.3893473148345947,0.1096244752407074,0.11230910569429398
87,87,1161_28_3,0.9136991500854492,0.15899614989757538,0.0008886373252607882,0.00028387282509356737,0.007158931344747543,0.9999977350234985,0.8131207823753357,0.001434014760889113
88,88,1161_33_4,0.16769671440124512,0.4532424807548523,0.1496543288230896,0.014708836562931538,0.0080402921885252,0.8982019424438477,0.7317714691162109,0.001799112418666482
89,89,116_26_4,0.021269619464874268,0.1046753078699112,0.18679344654083252,0.9859330058097839,0.001457846607081592,0.08743743598461151,0.6083818674087524,0.034818775951862335
90,90,1167_37_0,0.9999169111251831,0.2149038314819336,0.31279054284095764,0.011681966483592987,0.0011823271634057164,0.004645820241421461,0.9862731099128723,0.007290789391845465
91,91,1168_47_1,0.00043298344826325774,0.04594355821609497,0.000855039048474282,0.9188986420631409,0.0061199557967484,0.029052648693323135,0.9996330738067627,0.0071159182116389275
92,92,1169_15_6,0.00022916190209798515,0.06599264591932297,0.028388621285557747,0.00713644502684474,0.0002935802040155977,0.7146276235580444,0.9997584223747253,3.014018147950992e-05
93,93,1170_13_0,0.004178133327513933,0.2147112786769867,0.9461275339126587,0.08994395285844803,0.007332646753638983,0.8574120402336121,0.8183814883232117,0.12204448878765106
94,94,1170_13_2,0.0019312920048832893,0.16133199632167816,0.00026703489129431546,0.9993762373924255,0.13133899867534637,0.13132229447364807,0.8214800357818604,0.02093449980020523
95,95,1171_5_0,0.2646305561065674,0.4180634021759033,0.5782204270362854,0.14147847890853882,0.11410427838563919,0.7405313849449158,0.5529954433441162,0.14728039503097534
96,96,1172_23_13,0.00044997830991633236,0.39203691482543945,0.01874653249979019,0.9939525723457336,0.0005798951606266201,0.0001574566849740222,0.999272882938385,0.007855837233364582
97,97,1174_4_4,0.016626833006739616,0.07373926788568497,0.0005106951575726271,0.03688879311084747,0.00033921285648830235,0.00016934017185121775,0.9999897480010986,3.5851422808264033e-07
98,98,1174_46_0,0.6426888108253479,0.6532284617424011,0.11622386425733566,0.6446823477745056,0.1554728001356125,0.8865621089935303,0.29048314690589905,0.05913683772087097
99,99,1174_56_0,1.122842604672769e-06,0.12573978304862976,0.3010905385017395,0.9625667929649353,0.00016773365496192127,0.26592427492141724,0.9501727819442749,0.0010121202794834971
100,100,117_5_2,0.17207778990268707,0.023131931200623512,0.001907207304611802,0.971919059753418,0.0013519801432266831,0.7914021611213684,0.6971105337142944,0.006599084008485079
101,101,1175_56_4,0.24528902769088745,0.016815412789583206,0.00847378559410572,0.48192259669303894,2.7438076358521357e-05,0.00013175986532587558,0.9948776960372925,8.772602644313565e-10
102,102,1176_27_5,0.00036401371471583843,0.967934787273407,0.02092214860022068,0.0014749083202332258,0.024599548429250717,0.11560884118080139,0.9987389445304871,0.04518894478678703
103,103,1176_4_5,0.00016661526751704514,0.07818343490362167,0.003350441111251712,0.9914344549179077,0.019018739461898804,0.8472056984901428,0.9119563102722168,0.24530543386936188
104,104,1176_64_12,0.4801628291606903,0.17251861095428467,0.1391984522342682,0.35089656710624695,0.06834708154201508,0.7181552052497864,0.7425441741943359,0.09855999052524567
105,105,1177_44_10,0.0010905649978667498,0.050762396305799484,0.12557466328144073,0.9956652522087097,4.2472780478419736e-05,0.8820546865463257,0.8336489796638489,0.04042898118495941
106,106,1178_11_3,0.045891258865594864,0.05120960623025894,0.07404974102973938,0.9787192940711975,0.021711381152272224,0.03625194728374481,0.9446894526481628,0.10152909904718399
107,107,1178_29_5,0.2813226580619812,0.8567507266998291,0.019175810739398003,0.05109989270567894,0.35270941257476807,0.9995476603507996,0.12438274174928665,0.035009946674108505
108,108,1178_51_2,0.04099002853035927,0.21597924828529358,0.5497270226478577,0.569220244884491,0.026849761605262756,0.9770614504814148,0.4408617913722992,0.026030518114566803
109,109,1182_12_0,0.022589443251490593,0.2133653312921524,0.26478415727615356,0.9956366419792175,0.00621561985462904,0.012938687577843666,0.1103457361459732,0.014038571156561375
110,110,1182_5_0,0.7047410011291504,0.2430039793252945,0.2908872365951538,0.1836388111114502,0.006261889357119799,0.8004639148712158,0.25720280408859253,0.013538534753024578
111,111,1182_65_4,0.5665640234947205,0.09933879226446152,0.18663924932479858,0.9650331735610962,0.025827299803495407,0.40094560384750366,0.25938940048217773,0.04247055575251579
112,112,1183_43_6,0.9139117002487183,0.0025833970867097378,0.016931278631091118,0.9265937805175781,0.0005106524913571775,0.9459190964698792,0.23825013637542725,0.1450808197259903
113,113,1184_7_0,0.31311699748039246,0.015558467246592045,0.02964279055595398,0.6139863133430481,0.0016605880809947848,0.004867288284003735,0.9757596850395203,0.0011442439863458276
114,114,1185_20_7,0.0003299126692581922,0.16339558362960815,0.8979009389877319,0.9947713017463684,0.011229420080780983,0.26597797870635986,0.020219681784510612,0.01283979881554842
115,115,1188_19_2,0.9964445233345032,0.7092019319534302,0.047550100833177567,0.16298669576644897,0.004796198103576899,0.013651465997099876,0.9993473887443542,0.0023595718666911125
116,116,1188_57_2,0.004929206799715757,0.7412432432174683,0.10528036206960678,0.0002478590467944741,0.023514367640018463,0.7606334686279297,0.9997413754463196,0.2819977104663849
117,117,1190_4_1,0.0024926639162003994,0.023027531802654266,0.09924327582120895,0.003533795243129134,0.0001176530058728531,0.19621950387954712,0.9989732503890991,1.4844285033177584e-05
118,118,1190_61_14,0.03226013109087944,0.27584296464920044,0.3228848874568939,0.2521531581878662,0.14917005598545074,0.9894301891326904,0.23410195112228394,0.17841526865959167
119,119,1191_22_14,0.35203665494918823,0.3391369581222534,0.40617749094963074,0.3529674708843231,0.16845612227916718,0.4102678894996643,0.6936431527137756,0.11013773828744888
120,120,1192_41_2,0.28089141845703125,0.364881694316864,0.42777305841445923,0.39349257946014404,0.1578129380941391,0.5208449959754944,0.5995460152626038,0.12216999381780624
121,121,1193_30_0,0.00417785719037056,0.47659143805503845,0.027975747361779213,0.00039865178405307233,0.12475289404392242,0.9408093690872192,0.9887140393257141,0.0009988686069846153
122,122,1194_41_6,0.00662595871835947,0.15192152559757233,0.005283461418002844,0.0002491833292879164,0.03573998436331749,0.7637475728988647,0.9996590614318848,0.0015045625623315573
123,123,1199_49_5,0.35203662514686584,0.33913692831993103,0.40617749094963074,0.3529675304889679,0.16845615208148956,0.4102678596973419,0.6936431527137756,0.1101377084851265
124,124,1201_28_5,0.05793803557753563,0.20106089115142822,0.26471084356307983,0.6721510291099548,0.19676534831523895,0.8715546727180481,0.4125390946865082,0.11994744092226028
125,125,1201_44_4,0.9980752468109131,0.002179244300350547,0.0020624196622520685,0.33015936613082886,0.5206495523452759,0.015203556045889854,0.9958049058914185,0.0007671359926462173
126,126,1202_55_1,0.9179292917251587,0.013759535737335682,0.0032530277967453003,0.012262406758964062,0.7099148631095886,0.9018505811691284,0.9966700673103333,0.0018727330025285482
127,127,1203_36_4,0.004993193782866001,0.061871614307165146,0.022891540080308914,0.9999332427978516,0.0016190012684091926,0.0029311266262084246,0.6706566214561462,0.00631709722802043
128,128,1204_39_1,0.11199942231178284,0.0036305736284703016,0.00090928899589926,0.2102929949760437,0.6756518483161926,0.46390753984451294,0.9998941421508789,0.0026447679847478867
129,129,1205_49_1,0.022281302139163017,0.2948739528656006,0.7277927994728088,0.057874634861946106,0.11571530252695084,0.9741836786270142,0.8747184872627258,0.017768319696187973
130,130,1206_49_5,0.9785078763961792,0.11061916500329971,0.24489209055900574,0.0020598971750587225,0.1261695772409439,0.6885780096054077,0.9858355522155762,0.006752696353942156
131,131,1207_4_0,1.831237597116342e-07,0.009418913163244724,0.8798239231109619,0.9822622537612915,5.768855317000998e-06,0.0009720288799144328,0.28644245862960815,1.1700504956024815e-06
132,132,1212_44_1,0.06852741539478302,0.11945241689682007,0.7290502786636353,0.11320521682500839,0.11849117279052734,0.8648059964179993,0.6773351430892944,0.12597711384296417
133,133,1212_45_4,0.15516793727874756,0.07775623351335526,0.008911531418561935,0.0007663501310162246,0.004774651490151882,0.8718363642692566,0.9967130422592163,0.0027889818884432316
134,134,1213_16_6,0.9824545979499817,0.9940305352210999,0.02203156240284443,5.969058292976115e-06,0.00046427323832176626,0.0609130784869194,0.9996477365493774,0.07398013025522232
135,135,1216_9_1,0.00033719412749633193,0.6850864291191101,0.5759570598602295,0.6738902926445007,0.009930369444191456,0.998083233833313,0.2915542721748352,0.05636601150035858
136,136,1218_16_4,0.0078093125484883785,0.6222354173660278,0.6103161573410034,0.6032000184059143,0.08559873700141907,0.7931588888168335,0.6064237952232361,0.0560777522623539
137,137,1219_13_3,0.08495194464921951,0.31346002221107483,0.0074164532124996185,0.9996088147163391,9.097345810005208e-08,4.170115789747797e-05,0.9761362075805664,0.000616328907199204
138,138,1221_11_3,0.39445337653160095,0.0689045712351799,0.23882721364498138,0.7970099449157715,0.015100509859621525,0.2412979155778885,0.34921199083328247,0.056837886571884155
139,139,1221_13_5,3.931534706680395e-07,0.48884478211402893,0.00037083248025737703,0.05161512270569801,1.7607695554033853e-05,0.0032763774506747723,0.9999556541442871,5.9109148423885927e-05
140,140,1221_18_5,0.003761510830372572,0.013994893059134483,0.07456406950950623,0.11622331291437149,0.08610934764146805,0.028805457055568695,0.9567171335220337,0.00016572829918004572
141,141,1221_30_4,0.9999276399612427,0.15059347450733185,1.5522018657065928e-05,0.0001933176681632176,3.7356734594595764e-08,2.2274929278864875e-07,1.0,2.9548488100772374e-07
142,142,1221_5_6,0.014096194878220558,0.11352010071277618,0.5933641791343689,0.8210948705673218,0.0006830485071986914,0.10117452591657639,0.9628424644470215,0.009573161602020264
143,143,122_43_4,0.0002710949338506907,0.9244772791862488,0.9418685436248779,0.00018390623154118657,0.007374717853963375,0.9718506932258606,0.9999920129776001,0.0006218887283466756
144,144,1236_23_0,0.8379797339439392,0.4518398344516754,0.01261075772345066,0.030499720945954323,0.2051364779472351,0.021349044516682625,0.9964240193367004,0.06618767231702805
145,145,1240_48_2,0.9999891519546509,0.7142421007156372,0.41674888134002686,0.11878276616334915,9.410659913555719e-06,0.00018499470024835318,0.9774549007415771,2.946771246570279e-06
146,146,1241_18_5,5.9859544307983015e-06,0.37102973461151123,0.9981562495231628,0.08572770655155182,0.006423423532396555,0.34057900309562683,0.96306973695755,0.00029013457242399454
147,147,1243_14_1,2.459418801947777e-08,0.0961792841553688,0.0068808672949671745,0.3787980377674103,0.014520082622766495,0.6316781640052795,0.9999114274978638,0.0018932970706373453
148,148,1244_9_2,0.0015435874229297042,0.6951106786727905,0.5051801204681396,0.6444081664085388,0.4467625617980957,0.890254557132721,0.15915359556674957,0.018598152324557304
149,149,1245_14_1,0.005521090235561132,0.0030322312377393246,9.326165309175849e-05,0.868504524230957,0.0002726387174334377,0.7031976580619812,0.9995972514152527,0.008152665570378304
150,150,1245_44_2,0.05203578993678093,0.912564218044281,5.054961366113275e-05,1.5872219591983594e-05,0.00130300666205585,0.9469074606895447,0.9997628331184387,0.00020962850248906761
151,151,1248_26_4,0.008020244538784027,0.18825936317443848,0.7811996936798096,0.7037432789802551,0.015405735932290554,0.017014602199196815,0.8598886132240295,0.013687469065189362
152,152,1252_117_1,0.47373223304748535,0.7549716234207153,0.543794572353363,0.0017905519343912601,0.005221708212047815,0.8434590101242065,0.7334600687026978,0.009249178692698479
153,153,125_32_0,0.00021536668646149337,0.0007561068050563335,0.1052449569106102,0.9313369989395142,8.126786269713193e-06,0.32456058263778687,0.9915397763252258,8.02271970314905e-05
154,154,1256_43_0,0.08528805524110794,0.13135819137096405,0.06958778202533722,0.13585792481899261,0.5630068778991699,0.009977879002690315,0.9947859644889832,0.0030588621739298105
155,155,1257_13_1,0.02308412827551365,0.06192012131214142,6.80033044773154e-05,1.002402072458608e-08,0.00028953657601960003,0.9675285816192627,0.9999978542327881,9.741629583004396e-07
156,156,1257_44_1,0.2420877069234848,0.4773223400115967,0.8560208678245544,0.028818711638450623,0.060154497623443604,0.4353746771812439,0.7315129041671753,0.007552829571068287
157,157,126_21_5,0.06207093596458435,0.5825390815734863,0.05934220179915428,5.83916653340566e-06,0.6545102596282959,0.9996817111968994,0.6494816541671753,0.0003126813971903175
158,158,1262_3_8,0.06515735387802124,0.08919115364551544,0.015818562358617783,0.9092915058135986,0.18927748501300812,0.9238383173942566,0.879492998123169,0.09084587544202805
159,159,1262_39_6,0.35203662514686584,0.33913692831993103,0.40617749094963074,0.3529675304889679,0.16845615208148956,0.4102678596973419,0.6936431527137756,0.1101377084851265
160,160,126_30_2,0.6672758460044861,0.9421091675758362,0.9990667700767517,0.000754723499994725,0.33482497930526733,0.9525662660598755,0.8899903893470764,0.003847727319225669
161,161,1263_19_1,0.027813006192445755,0.9186536073684692,0.8762751817703247,0.004901289939880371,0.08979212492704391,0.999483585357666,0.016463857144117355,0.005734807346016169
162,162,1266_12_2,0.626848578453064,0.09920753538608551,0.07174334675073624,0.9245876669883728,0.01998922973871231,0.11449314653873444,0.41985180974006653,0.06487191468477249
163,163,1266_7_2,0.6049458980560303,0.17993870377540588,0.4328687787055969,0.13254405558109283,0.007285221479833126,0.949219286441803,0.2621963918209076,0.00464624771848321
